features,val
NAME_HOUSING_TYPE_With parents,0.0
OCCUPATION_TYPE_Accountants,0.0
OCCUPATION_TYPE_Cleaning staff,0.0
OCCUPATION_TYPE_Cooking staff,0.0
OCCUPATION_TYPE_Core staff,0.0
OCCUPATION_TYPE_Drivers,0.0
OCCUPATION_TYPE_HR staff,0.0
OCCUPATION_TYPE_High skill tech staff,0.0
OCCUPATION_TYPE_IT staff,0.0
OCCUPATION_TYPE_Laborers,1.0
OCCUPATION_TYPE_Low-skill Laborers,0.0
OCCUPATION_TYPE_Managers,0.0
OCCUPATION_TYPE_Medicine staff,0.0
OCCUPATION_TYPE_Private service staff,0.0
OCCUPATION_TYPE_Realty agents,0.0
OCCUPATION_TYPE_Sales staff,0.0
OCCUPATION_TYPE_Secretaries,0.0
OCCUPATION_TYPE_Security staff,0.0
OCCUPATION_TYPE_Waiters/barmen staff,0.0
WEEKDAY_APPR_PROCESS_START_FRIDAY,1.0
WEEKDAY_APPR_PROCESS_START_MONDAY,0.0
WEEKDAY_APPR_PROCESS_START_SATURDAY,0.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.0
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.0
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.0
ORGANIZATION_TYPE_Advertising,0.0
ORGANIZATION_TYPE_Agriculture,0.0
ORGANIZATION_TYPE_Bank,0.0
ORGANIZATION_TYPE_Business Entity Type 1,0.0
ORGANIZATION_TYPE_Business Entity Type 2,0.0
ORGANIZATION_TYPE_Business Entity Type 3,0.0
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Construction,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_Electricity,0.0
ORGANIZATION_TYPE_Emergency,0.0
ORGANIZATION_TYPE_Government,0.0
ORGANIZATION_TYPE_Hotel,0.0
ORGANIZATION_TYPE_Housing,0.0
ORGANIZATION_TYPE_Industry: type 1,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
ORGANIZATION_TYPE_Industry: type 11,0.0
ORGANIZATION_TYPE_Industry: type 12,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Industry: type 3,0.0
ORGANIZATION_TYPE_Industry: type 4,0.0
ORGANIZATION_TYPE_Industry: type 5,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Industry: type 7,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Industry: type 9,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Kindergarten,0.0
ORGANIZATION_TYPE_Legal Services,0.0
ORGANIZATION_TYPE_Medicine,0.0
ORGANIZATION_TYPE_Military,1.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Other,0.0
ORGANIZATION_TYPE_Police,0.0
ORGANIZATION_TYPE_Postal,0.0
ORGANIZATION_TYPE_Realtor,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Restaurant,0.0
ORGANIZATION_TYPE_School,0.0
ORGANIZATION_TYPE_Security,0.0
ORGANIZATION_TYPE_Security Ministries,0.0
ORGANIZATION_TYPE_Self-employed,0.0
ORGANIZATION_TYPE_Services,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Trade: type 2,0.0
ORGANIZATION_TYPE_Trade: type 3,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Trade: type 6,0.0
ORGANIZATION_TYPE_Trade: type 7,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Transport: type 2,0.0
ORGANIZATION_TYPE_Transport: type 3,0.0
ORGANIZATION_TYPE_Transport: type 4,0.0
ORGANIZATION_TYPE_University,0.0
ORGANIZATION_TYPE_XNA,0.0
FONDKAPREMONT_MODE_not specified,0.0
FONDKAPREMONT_MODE_org spec account,0.0
FONDKAPREMONT_MODE_reg oper account,1.0
FONDKAPREMONT_MODE_reg oper spec account,0.0
HOUSETYPE_MODE_block of flats,1.0
HOUSETYPE_MODE_specific housing,0.0
HOUSETYPE_MODE_terraced house,0.0
WALLSMATERIAL_MODE_Block,0.0
WALLSMATERIAL_MODE_Mixed,0.0
WALLSMATERIAL_MODE_Monolithic,0.0
WALLSMATERIAL_MODE_Others,0.0
WALLSMATERIAL_MODE_Panel,1.0
"WALLSMATERIAL_MODE_Stone, brick",0.0
WALLSMATERIAL_MODE_Wooden,0.0
EMERGENCYSTATE_MODE_No,1.0
EMERGENCYSTATE_MODE_Yes,0.0
DAYS_EMPLOYED_PERC,0.0742030047636496
INCOME_CREDIT_PERC,0.8945454545454545
INCOME_PER_PERSON,110700.0
ANNUITY_INCOME_PERC,0.0443292682926829
PAYMENT_RATE,0.0396545454545454
BURO_DAYS_CREDIT_MIN,-2891.0
BURO_DAYS_CREDIT_MAX,-293.0
BURO_DAYS_CREDIT_MEAN,-1397.4615384615386
BURO_DAYS_CREDIT_VAR,799417.2692307691
BURO_DAYS_CREDIT_ENDDATE_MIN,-2710.0
BURO_DAYS_CREDIT_ENDDATE_MAX,31118.0
BURO_DAYS_CREDIT_ENDDATE_MEAN,2480.923076923077
BURO_DAYS_CREDIT_UPDATE_MEAN,-944.1538461538462
BURO_CREDIT_DAY_OVERDUE_MAX,0.0
BURO_CREDIT_DAY_OVERDUE_MEAN,0.0
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,2183.387562028116
BURO_AMT_CREDIT_SUM_MAX,7875000.0
BURO_AMT_CREDIT_SUM_MEAN,664636.4619230769
BURO_AMT_CREDIT_SUM_SUM,8640274.004999999
BURO_AMT_CREDIT_SUM_DEBT_MAX,7868929.5
BURO_AMT_CREDIT_SUM_DEBT_MEAN,632090.7207618708
BURO_AMT_CREDIT_SUM_DEBT_SUM,8217179.369904322
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,1437.5803800693477
BURO_AMT_CREDIT_SUM_LIMIT_SUM,18688.54494090152
BURO_AMT_ANNUITY_MAX,15712.757700077813
BURO_AMT_ANNUITY_MEAN,15712.757700077813
BURO_CNT_CREDIT_PROLONG_SUM,0.0
BURO_MONTHS_BALANCE_MIN_MIN,-56.48894623282844
BURO_MONTHS_BALANCE_MAX_MAX,-0.9277141091390096
BURO_MONTHS_BALANCE_SIZE_MEAN,27.477237166855787
BURO_MONTHS_BALANCE_SIZE_SUM,0.0
BURO_CREDIT_ACTIVE_Active_MEAN,0.3846153846153846
BURO_CREDIT_ACTIVE_Bad debt_MEAN,0.0
BURO_CREDIT_ACTIVE_Closed_MEAN,0.6153846153846154
BURO_CREDIT_ACTIVE_Sold_MEAN,0.0
BURO_CREDIT_CURRENCY_currency 1_MEAN,1.0
BURO_CREDIT_CURRENCY_currency 2_MEAN,0.0
BURO_CREDIT_CURRENCY_currency 3_MEAN,0.0
BURO_CREDIT_CURRENCY_currency 4_MEAN,0.0
BURO_CREDIT_TYPE_Another type of loan_MEAN,0.0
BURO_CREDIT_TYPE_Car loan_MEAN,0.0
BURO_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,0.0
BURO_CREDIT_TYPE_Consumer credit_MEAN,0.6923076923076923
BURO_CREDIT_TYPE_Credit card_MEAN,0.2307692307692307
BURO_CREDIT_TYPE_Interbank credit_MEAN,0.0
BURO_CREDIT_TYPE_Loan for business development_MEAN,0.0
BURO_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,0.0
BURO_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,0.0
BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,0.0
BURO_CREDIT_TYPE_Microloan_MEAN,0.0
BURO_CREDIT_TYPE_Mobile operator loan_MEAN,0.0
BURO_CREDIT_TYPE_Mortgage_MEAN,0.0769230769230769
BURO_CREDIT_TYPE_Real estate loan_MEAN,0.0
BURO_CREDIT_TYPE_Unknown type of loan_MEAN,0.0
BURO_STATUS_0_MEAN_MEAN,0.4571110856467422
BURO_STATUS_1_MEAN_MEAN,0.0141994245628681
BURO_STATUS_2_MEAN_MEAN,0.0010246415672628
BURO_STATUS_3_MEAN_MEAN,0.0003849870659297
BURO_STATUS_4_MEAN_MEAN,0.0002560418564464
BURO_STATUS_5_MEAN_MEAN,0.0022312311357195
BURO_STATUS_C_MEAN_MEAN,0.3302494922420468
BURO_STATUS_X_MEAN_MEAN,0.1945430959229843
ACTIVE_DAYS_CREDIT_MIN,-722.0
ACTIVE_DAYS_CREDIT_MAX,-293.0
ACTIVE_DAYS_CREDIT_MEAN,-539.0
ACTIVE_DAYS_CREDIT_VAR,35851.5
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,-387.0
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,10412.0
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,2194.2
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,-439.4
ACTIVE_CREDIT_DAY_OVERDUE_MAX,0.0
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,0.0
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,765.0835322546204
ACTIVE_AMT_CREDIT_SUM_MAX,7875000.0
ACTIVE_AMT_CREDIT_SUM_MEAN,1608170.085
ACTIVE_AMT_CREDIT_SUM_SUM,8040850.425
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,7868929.5
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1588601.826
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,7943009.13
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,1245.902996060101
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,6229.514980300505
ACTIVE_AMT_ANNUITY_MAX,15712.757700077813
ACTIVE_AMT_ANNUITY_MEAN,15712.757700077813
ACTIVE_CNT_CREDIT_PROLONG_SUM,0.0
ACTIVE_MONTHS_BALANCE_MIN_MIN,-29.45846129719416
ACTIVE_MONTHS_BALANCE_MAX_MAX,-0.943804806649329
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,18.09576909606108
ACTIVE_MONTHS_BALANCE_SIZE_SUM,0.0
CLOSED_DAYS_CREDIT_MIN,-2891.0
CLOSED_DAYS_CREDIT_MAX,-1147.0
CLOSED_DAYS_CREDIT_MEAN,-1934.0
CLOSED_DAYS_CREDIT_VAR,494547.4285714286
CLOSED_DAYS_CREDIT_ENDDATE_MIN,-2710.0
CLOSED_DAYS_CREDIT_ENDDATE_MAX,31118.0
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,2660.125
CLOSED_DAYS_CREDIT_UPDATE_MEAN,-1259.625
CLOSED_CREDIT_DAY_OVERDUE_MAX,0.0
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0.0
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,3069.827580636551
CLOSED_AMT_CREDIT_SUM_MAX,135000.0
CLOSED_AMT_CREDIT_SUM_MEAN,74927.94750000001
CLOSED_AMT_CREDIT_SUM_SUM,599423.5800000001
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,137085.11995216066
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,34271.279988040165
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,274170.2399043213
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,1557.3787450751263
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,12459.02996060101
CLOSED_AMT_ANNUITY_MAX,15712.757700077813
CLOSED_AMT_ANNUITY_MEAN,15712.757700077813
CLOSED_CNT_CREDIT_PROLONG_SUM,0.0
CLOSED_MONTHS_BALANCE_MIN_MIN,-59.983699758469065
CLOSED_MONTHS_BALANCE_MAX_MAX,-3.605759583823621
CLOSED_MONTHS_BALANCE_SIZE_MEAN,33.457592101378445
CLOSED_MONTHS_BALANCE_SIZE_SUM,0.0
PREV_AMT_ANNUITY_MIN,7582.831682217773
PREV_AMT_ANNUITY_MAX,24441.58927750989
PREV_AMT_ANNUITY_MEAN,14472.678282191866
PREV_AMT_APPLICATION_MIN,44361.490275396594
PREV_AMT_APPLICATION_MAX,374585.0539819381
PREV_AMT_APPLICATION_MEAN,154004.4119731324
PREV_AMT_CREDIT_MIN,48691.268880083706
PREV_AMT_CREDIT_MAX,413860.38525667146
PREV_AMT_CREDIT_MEAN,170068.93036840452
PREV_APP_CREDIT_PERC_MIN,0.7916628432800682
PREV_APP_CREDIT_PERC_MAX,1.113746748982998
PREV_APP_CREDIT_PERC_MEAN,0.9687519411636818
PREV_APP_CREDIT_PERC_VAR,0.0727588962468291
PREV_AMT_DOWN_PAYMENT_MIN,2953.5596333317394
PREV_AMT_DOWN_PAYMENT_MAX,12859.689373340569
PREV_AMT_DOWN_PAYMENT_MEAN,6950.048155825946
PREV_AMT_GOODS_PRICE_MIN,75795.04472603204
PREV_AMT_GOODS_PRICE_MAX,391457.32160746
PREV_AMT_GOODS_PRICE_MEAN,190530.61026277547
PREV_HOUR_APPR_PROCESS_START_MIN,10.728283164921852
PREV_HOUR_APPR_PROCESS_START_MAX,14.768327418030394
PREV_HOUR_APPR_PROCESS_START_MEAN,12.661582663770645
PREV_RATE_DOWN_PAYMENT_MIN,0.0376040987183436
PREV_RATE_DOWN_PAYMENT_MAX,0.138260317116744
PREV_RATE_DOWN_PAYMENT_MEAN,0.0810234979097627
PREV_DAYS_DECISION_MIN,-1539.8135253716678
PREV_DAYS_DECISION_MAX,-480.8204278945759
PREV_DAYS_DECISION_MEAN,-919.5761942786336
PREV_CNT_PAYMENT_MEAN,14.472980273133752
PREV_CNT_PAYMENT_SUM,77.96693735359972
PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,0.3170689550690855
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,0.5844887993868585
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,0.0982638433381511
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0.0001784022059047
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,0.1472899130242362
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0.1455341226215207
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,0.154058632174577
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0.1133482907632603
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,0.1451430363224381
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,0.1470010383651098
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,0.1476249667288576
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0.0030117716836198
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0.99698822831638
PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_MEAN,0.0012012678948135
PREV_NAME_CASH_LOAN_PURPOSE_Business development_MEAN,0.0002018038124784
PREV_NAME_CASH_LOAN_PURPOSE_Buying a garage_MEAN,5.952330346725676e-05
PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_MEAN,0.0002496748390366
PREV_NAME_CASH_LOAN_PURPOSE_Buying a home_MEAN,0.0003708145951607
PREV_NAME_CASH_LOAN_PURPOSE_Buying a new car_MEAN,0.0004340444647798
PREV_NAME_CASH_LOAN_PURPOSE_Buying a used car_MEAN,0.0013197006786926
PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,0.0004619992268665
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0.0007820463521763
PREV_NAME_CASH_LOAN_PURPOSE_Everyday expenses_MEAN,0.0012729728504496
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0.0004490097174403
PREV_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_MEAN,0.0001610600948603
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,1.9161738152528388e-05
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0.0006350752734266
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,0.0011291794470715
PREV_NAME_CASH_LOAN_PURPOSE_Money for a third person_MEAN,1.5529010482122924e-05
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,0.007556159816186
PREV_NAME_CASH_LOAN_PURPOSE_Payments on other loans_MEAN,0.0006007559068972
PREV_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_MEAN,0.0006263584887728
PREV_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_MEAN,9.26885231462061e-06
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,0.0115185976150248
PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,0.0045966629318437
PREV_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_MEAN,0.0004991152660803
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,0.6829310449309144
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,0.2828991728926105
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,0.7488591258925509
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,0.1251329491482808
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,0.1108971014472753
PREV_NAME_CONTRACT_STATUS_Unused offer_MEAN,0.0151108235118927
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,0.6815034924421889
PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_MEAN,0.0007033760604722
PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,0.0061079032033547
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,0.3116852282939842
PREV_CODE_REJECT_REASON_CLIENT_MEAN,0.0151108235118927
PREV_CODE_REJECT_REASON_HC_MEAN,0.0596971236672051
PREV_CODE_REJECT_REASON_LIMIT_MEAN,0.0250802091018018
PREV_CODE_REJECT_REASON_SCO_MEAN,0.0166347381398801
PREV_CODE_REJECT_REASON_SCOFR_MEAN,0.0056201740055375
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0.0003355600840593
PREV_CODE_REJECT_REASON_VERIF_MEAN,0.001498653952079
PREV_CODE_REJECT_REASON_XAP_MEAN,0.8739831393570363
PREV_CODE_REJECT_REASON_XNA_MEAN,0.0020395781805078
PREV_NAME_TYPE_SUITE_Children_MEAN,0.0214284437235909
PREV_NAME_TYPE_SUITE_Family_MEAN,0.1468211884333327
PREV_NAME_TYPE_SUITE_Group of people_MEAN,0.0015751654372677
PREV_NAME_TYPE_SUITE_Other_A_MEAN,0.0066060193941364
PREV_NAME_TYPE_SUITE_Other_B_MEAN,0.0125769852674987
"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",0.0470721035577229
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,0.7639200941864503
PREV_NAME_CLIENT_TYPE_New_MEAN,0.3504112524141027
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,0.1002131448162962
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,0.5484330184842808
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0.00094258428532
PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,0.0001047642158324
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,1.1452667841710389e-06
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,0.0785557341992372
PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,0.0060219805102561
PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,0.0213557373284186
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0.0852464494724365
PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN,0.021800999978447
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,0.0973055260876268
PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN,0.0003885805145156
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0.0001503257235031
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0.000277567613886
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,0.0462700390579818
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,0.0024480314977857
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0.0049223256989854
PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,4.0356712951314174e-05
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,0.0049819369919448
PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN,0.0043562164494345
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0.0018095038152163
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,0.1741492625497401
PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,0.0017099566103387
PREV_NAME_GOODS_CATEGORY_Other_MEAN,0.0018558377192328
PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN,0.018601754648742
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,0.0025294671309488
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0.001607073718686
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0.0031383712414841
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,6.547011178358015e-05
